canvas_id,course_name,type,title,date,link,is_completed,grade,summary
10500000016890748,Cmpen 270 Spring 2025,assignment,HW #5,2025-02-28T04:59:59Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890748,N/A,100.0,N/A
10500000016890750,Cmpen 270 Spring 2025,assignment,HW #5 Extra Credit Submission ,2025-02-28T04:59:59Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890750,N/A,0.0,N/A
10500000016890752,Cmpen 270 Spring 2025,assignment,HW #6,2025-03-07T04:59:59Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890752,N/A,100.0,N/A
10500000016890754,Cmpen 270 Spring 2025,assignment,HW #6 Extra Credit Submission,2025-03-07T04:59:59Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890754,N/A,0.0,N/A
10500000016890755,Cmpen 270 Spring 2025,assignment,HW #7,2025-03-21T03:59:59Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890755,N/A,100.0,N/A
10500000016890756,Cmpen 270 Spring 2025,assignment,HW #7 Extra Credit Submission,2025-03-21T03:59:59Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890756,N/A,0.0,N/A
10500000016890757,Cmpen 270 Spring 2025,assignment,HW #8,2025-04-11T03:59:59Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890757,N/A,100.0,N/A
10500000016890759,Cmpen 270 Spring 2025,assignment,HW #8 Extra Credit Submission,2025-04-11T03:59:59Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890759,N/A,0.0,N/A
10500000016890760,Cmpen 270 Spring 2025,assignment,HW #9,2025-04-18T03:59:59Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890760,N/A,100.0,N/A
10500000016890742,Cmpen 270 Spring 2025,assignment,HW #10,2025-04-25T03:59:59Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890742,N/A,100.0,N/A
10500000016890765,Cmpen 270 Spring 2025,assignment,Lab 1,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890765,N/A,10.0,N/A
10500000016890770,Cmpen 270 Spring 2025,assignment,Lab 2,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890770,N/A,10.0,N/A
10500000016890775,Cmpen 270 Spring 2025,assignment,Lab 4,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890775,N/A,10.0,N/A
10500000016890773,Cmpen 270 Spring 2025,assignment,Lab 3,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890773,N/A,10.0,N/A
10500000016890778,Cmpen 270 Spring 2025,assignment,Lab 5,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890778,N/A,10.0,N/A
10500000016890780,Cmpen 270 Spring 2025,assignment,Lab 6,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890780,N/A,10.0,N/A
10500000016890782,Cmpen 270 Spring 2025,assignment,Lab 7,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890782,N/A,10.0,N/A
10500000016890785,Cmpen 270 Spring 2025,assignment,Lab 8,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890785,N/A,10.0,N/A
10500000016890787,Cmpen 270 Spring 2025,assignment,Lab 9,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890787,N/A,10.0,N/A
10500000016890767,Cmpen 270 Spring 2025,assignment,Lab 10,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890767,N/A,10.0,N/A
10500000017055848,Cmpen 270 Spring 2025,assignment,Ungraded HW 1,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~17055848,N/A,,N/A
10500000017102683,Cmpen 270 Spring 2025,assignment,Ungraded HW2,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~17102683,N/A,,N/A
10500000017164502,Cmpen 270 Spring 2025,assignment,Ungraded HW 3,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~17164502,N/A,,N/A
10500000016890723,Cmpen 270 Spring 2025,assignment,Basic Number Representation Video Lecture Quiz,2025-01-20T04:59:00Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890723,N/A,5.0,N/A
10500000016890728,Cmpen 270 Spring 2025,assignment,Number Representation: Complement Systems Video Lecture Quiz,2025-01-27T04:59:00Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890728,N/A,5.0,N/A
10500000016890725,Cmpen 270 Spring 2025,assignment,Basic Boolean Logic and Functions Video Lecture Lecture Quiz,2025-02-03T04:59:00Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890725,N/A,5.0,N/A
10500000016890722,Cmpen 270 Spring 2025,assignment,Logic Function Optimization Quiz,2025-02-10T04:59:00Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890722,N/A,6.0,N/A
10500000016890729,Cmpen 270 Spring 2025,assignment,Asynchronous Timing Hazard Video Quiz,2025-02-17T04:59:00Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890729,N/A,6.0,N/A
10500000016890720,Cmpen 270 Spring 2025,assignment,Multiplexer Video Quiz,2025-02-27T04:59:00Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890720,N/A,5.0,N/A
10500000016890730,Cmpen 270 Spring 2025,assignment,CMOS Logic Gates Video Lecture QUIZ,2025-03-20T03:59:00Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890730,N/A,5.0,N/A
10500000016890727,Cmpen 270 Spring 2025,assignment,Intro to Sequential Logic II  Quiz,2025-03-24T03:59:00Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890727,N/A,5.0,N/A
10500000016890726,Cmpen 270 Spring 2025,assignment,State Machine Analysis Video Lecture Quiz,2025-04-07T03:59:00Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890726,N/A,5.0,N/A
10500000016890721,Cmpen 270 Spring 2025,assignment,Timing and Skews Examples Video Lecture Quiz,2025-04-28T03:59:00Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890721,N/A,5.0,N/A
10500000017150268,Cmpen 270 Spring 2025,assignment,Semiconductor Memories Video Quiz,2025-04-28T03:59:00Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~17150268,N/A,5.0,N/A
10500000016890735,Cmpen 270 Spring 2025,assignment,Design Project 1,2025-02-15T04:59:59Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890735,N/A,100.0,N/A
10500000017084970,Cmpen 270 Spring 2025,assignment,Design Project 2,2025-03-22T03:59:00Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~17084970,N/A,100.0,N/A
10500000016890737,Cmpen 270 Spring 2025,assignment,Design Project 3,2025-04-29T03:59:59Z,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890737,N/A,100.0,N/A
10500000016890789,Cmpen 270 Spring 2025,assignment,Midterm 1,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890789,N/A,100.0,N/A
10500000016890792,Cmpen 270 Spring 2025,assignment,Midterm 2,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890792,N/A,100.0,N/A
10500000016890739,Cmpen 270 Spring 2025,assignment,Final,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16890739,N/A,100.0,N/A
10500000016977224,Cmpen 270 Spring 2025,assignment,EECS Academic Integrity Quiz,,https://canvas.instructure.com/courses/10500000002361950/assignments/1050~16977224,N/A,20.0,N/A
10500000016828266,Cmpsc221 Spring 2025,assignment,Programming Assignment 1 Loan Account Class,2025-01-31T04:59:00Z,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828266,N/A,100.0,N/A
10500000016828267,Cmpsc221 Spring 2025,assignment,Programming Assignment 2 Loan Account Hierarchy,2025-02-07T04:59:00Z,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828267,N/A,100.0,N/A
10500000016828268,Cmpsc221 Spring 2025,assignment,Programming Assignment 3 Customer Loan Accounts,2025-02-14T04:59:00Z,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828268,N/A,100.0,N/A
10500000016828269,Cmpsc221 Spring 2025,assignment,Programming Assignment 4 Pizza Servings Calculator,2025-02-28T04:59:00Z,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828269,N/A,100.0,N/A
10500000016828270,Cmpsc221 Spring 2025,assignment,Programming Assignment 5 2D Drawing Application,2025-03-21T03:59:59Z,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828270,N/A,200.0,N/A
10500000016828271,Cmpsc221 Spring 2025,assignment,Programming Assignment 6 - Functional Programming,2025-04-04T03:59:59Z,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828271,N/A,100.0,N/A
10500000016828256,Cmpsc221 Spring 2025,assignment,Test 1 - Chapters 1-10,2025-02-24T04:59:00Z,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828256,N/A,63.0,N/A
10500000016828253,Cmpsc221 Spring 2025,assignment,"Test 2 - Chapters 12, 13, 16",2025-03-31T03:59:00Z,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828253,N/A,83.0,N/A
10500000016828257,Cmpsc221 Spring 2025,assignment,"Test 3 - Chapters 11, 24",2025-05-05T03:59:00Z,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828257,N/A,40.0,N/A
10500000016828262,Cmpsc221 Spring 2025,assignment,Course Scheduler Final Project Part 1,2025-04-23T03:59:59Z,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828262,N/A,100.0,N/A
10500000016828263,Cmpsc221 Spring 2025,assignment,Course Scheduler Final Project Part 2,2025-05-08T03:59:00Z,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828263,N/A,100.0,N/A
10500000016828265,Cmpsc221 Spring 2025,assignment,Honors Option Assignment Only,2025-05-08T03:59:00Z,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828265,N/A,0.0,N/A
10500000016828254,Cmpsc221 Spring 2025,assignment,Quiz: Evaluating AI-Generated Content,,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828254,N/A,3.0,N/A
10500000016828259,Cmpsc221 Spring 2025,assignment,Quiz: Technology and History of AI ,,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828259,N/A,3.0,N/A
10500000016828258,Cmpsc221 Spring 2025,assignment,EECS Academic Integrity Quiz,,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16828258,N/A,16.0,N/A
10500000016919355,Cmpsc221 Spring 2025,assignment,EECS Academic Integrity Quiz,,https://canvas.instructure.com/courses/10500000002379441/assignments/1050~16919355,N/A,20.0,N/A
10500000017337189,Cmpen Ee 362 Fall 2025,assignment,HW6,2025-12-04T04:59:59Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337189,N/A,15.0,N/A
10500000017337188,Cmpen Ee 362 Fall 2025,assignment,HW5,2025-11-13T04:59:59Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337188,N/A,15.0,N/A
10500000017337187,Cmpen Ee 362 Fall 2025,assignment,HW4,2025-10-30T03:59:59Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337187,N/A,15.0,N/A
10500000017337186,Cmpen Ee 362 Fall 2025,assignment,HW3,2025-10-11T03:59:59Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337186,N/A,15.0,N/A
10500000017337185,Cmpen Ee 362 Fall 2025,assignment,HW2,2025-09-25T03:59:59Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337185,N/A,15.0,N/A
10500000017337184,Cmpen Ee 362 Fall 2025,assignment,HW1,2025-09-11T03:59:59Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337184,N/A,15.0,N/A
10500000017337191,Cmpen Ee 362 Fall 2025,assignment,Midterm Exam,,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337191,N/A,30.0,N/A
10500000017337183,Cmpen Ee 362 Fall 2025,assignment,Final Exam,,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337183,N/A,40.0,N/A
10500000017337170,Cmpen Ee 362 Fall 2025,assignment,Quiz12,2025-12-13T04:59:00Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337170,N/A,1.5,N/A
10500000017337165,Cmpen Ee 362 Fall 2025,assignment,Quiz11,2025-12-06T04:59:00Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337165,N/A,1.5,N/A
10500000017337179,Cmpen Ee 362 Fall 2025,assignment,Quiz10,2025-11-20T04:59:00Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337179,N/A,1.5,N/A
10500000017337163,Cmpen Ee 362 Fall 2025,assignment,Quiz9,2025-11-11T04:59:00Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337163,N/A,1.5,N/A
10500000017337181,Cmpen Ee 362 Fall 2025,assignment,Quiz8,2025-10-28T03:59:00Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337181,N/A,1.5,N/A
10500000017337178,Cmpen Ee 362 Fall 2025,assignment,Quiz7,2025-10-23T03:59:59Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337178,N/A,1.5,N/A
10500000017337172,Cmpen Ee 362 Fall 2025,assignment,Quiz6,2025-10-09T03:59:00Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337172,N/A,1.5,N/A
10500000017337166,Cmpen Ee 362 Fall 2025,assignment,Quiz5,2025-09-30T03:59:00Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337166,N/A,1.5,N/A
10500000017337169,Cmpen Ee 362 Fall 2025,assignment,Quiz4,2025-09-25T03:59:00Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337169,N/A,1.5,N/A
10500000017337175,Cmpen Ee 362 Fall 2025,assignment,Quiz3,2025-09-18T03:59:00Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337175,N/A,1.5,N/A
10500000017337167,Cmpen Ee 362 Fall 2025,assignment, Quiz2,2025-09-06T03:59:00Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337167,N/A,1.5,N/A
10500000017337173,Cmpen Ee 362 Fall 2025,assignment,Quiz 1,2025-08-28T03:59:00Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337173,N/A,1.5,N/A
10500000017337182,Cmpen Ee 362 Fall 2025,assignment,Attendance,,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337182,N/A,5.0,N/A
10500000017639029,Cmpsc 465 Data Structures And Algorithms,assignment,HW1,2025-09-16T02:00:00Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17639029,N/A,100.0,N/A
10500000017650234,Cmpsc 465 Data Structures And Algorithms,assignment,HW2,2025-09-23T02:00:00Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17650234,N/A,100.0,N/A
10500000017660855,Cmpsc 465 Data Structures And Algorithms,assignment,HW3,2025-09-30T02:00:00Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17660855,N/A,100.0,N/A
10500000017671080,Cmpsc 465 Data Structures And Algorithms,assignment,HW4,2025-10-07T03:59:59Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17671080,N/A,100.0,N/A
10500000017681219,Cmpsc 465 Data Structures And Algorithms,assignment,HW5,2025-10-14T02:00:00Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17681219,N/A,100.0,N/A
10500000017692455,Cmpsc 465 Data Structures And Algorithms,assignment,HW6,2025-10-22T02:00:00Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17692455,N/A,100.0,N/A
10500000017703437,Cmpsc 465 Data Structures And Algorithms,assignment,HW7,2025-10-28T02:00:00Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17703437,N/A,100.0,N/A
10500000017661392,Cmpsc 465 Data Structures And Algorithms,assignment,Quiz1,,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17661392,N/A,10.0,N/A
10500000017661402,Cmpsc 465 Data Structures And Algorithms,assignment,Quiz2,,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17661402,N/A,10.0,N/A
10500000017661407,Cmpsc 465 Data Structures And Algorithms,assignment,Quiz 3,,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17661407,N/A,10.0,N/A
10500000017661461,Cmpsc 465 Data Structures And Algorithms,assignment,Quiz4,,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17661461,N/A,10.0,N/A
10500000017661467,Cmpsc 465 Data Structures And Algorithms,assignment,Quiz5,,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17661467,N/A,10.0,N/A
10500000017661470,Cmpsc 465 Data Structures And Algorithms,assignment,Quiz6,,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17661470,N/A,10.0,N/A
10500000017693736,Cmpsc 465 Data Structures And Algorithms,assignment,Quiz 7,,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17693736,N/A,10.0,N/A
10500000017661414,Cmpsc 465 Data Structures And Algorithms,assignment,Midterm1,,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17661414,N/A,74.0,N/A
10500000017661423,Cmpsc 465 Data Structures And Algorithms,assignment,Final Exam,,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17661423,N/A,100.0,N/A
10500000017465237,Cmpsc 465 Data Structures And Algorithms,assignment,EECS Academic Integrity Quiz,,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17465237,N/A,20.0,N/A
10500000017421336,Cmpsc461 Fa25 Programming Language Concepts,assignment,Assignment #1: Regular Expression and Finite Automata,2025-09-13T03:59:00Z,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421336,N/A,50.0,N/A
10500000017421339,Cmpsc461 Fa25 Programming Language Concepts,assignment,Assignment #2- Grammar and Parsing,2025-09-20T03:59:00Z,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421339,N/A,50.0,N/A
10500000017421341,Cmpsc461 Fa25 Programming Language Concepts,assignment,"Assignment #3- Names, Scopes, and Bindings",2025-09-27T03:59:00Z,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421341,N/A,50.0,N/A
10500000017421343,Cmpsc461 Fa25 Programming Language Concepts,assignment,Assignment #4- Function and Parameter Passing,2025-10-18T03:59:00Z,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421343,N/A,50.0,N/A
10500000017421345,Cmpsc461 Fa25 Programming Language Concepts,assignment,Assignment #5: Scheme programming ,2025-10-27T03:59:59Z,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421345,N/A,50.0,N/A
10500000017421347,Cmpsc461 Fa25 Programming Language Concepts,assignment,Assignment #6: Types and Type System,2025-11-22T04:59:00Z,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421347,N/A,50.0,N/A
10500000017421349,Cmpsc461 Fa25 Programming Language Concepts,assignment,Assignment #7- Type Inference & Program Verification,2025-12-06T04:59:00Z,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421349,N/A,50.0,N/A
10500000017421364,Cmpsc461 Fa25 Programming Language Concepts,assignment,Practice Sheet #1: Regular Expressions and Finite Automata,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421364,N/A,,N/A
10500000017421365,Cmpsc461 Fa25 Programming Language Concepts,assignment,Practice Sheet #2: Grammar and Parsing,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421365,N/A,,N/A
10500000017421366,Cmpsc461 Fa25 Programming Language Concepts,assignment,"Practice Sheet #3: Names, Scopes, and Bindings",,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421366,N/A,,N/A
10500000017421360,Cmpsc461 Fa25 Programming Language Concepts,assignment,Practice Midterm Exam #1 ,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421360,N/A,,N/A
10500000017421367,Cmpsc461 Fa25 Programming Language Concepts,assignment,Practice Sheet #4: Function and Parameter Passing,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421367,N/A,,N/A
10500000017421368,Cmpsc461 Fa25 Programming Language Concepts,assignment,Practice Sheet #5: Scheme Programming ,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421368,N/A,,N/A
10500000017580813,Cmpsc461 Fa25 Programming Language Concepts,assignment,Practice Sheet ##: Lambda Calculus,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17580813,N/A,,N/A
10500000017421362,Cmpsc461 Fa25 Programming Language Concepts,assignment,Practice Midterm Exam #2,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421362,N/A,,N/A
10500000017421369,Cmpsc461 Fa25 Programming Language Concepts,assignment,Practice Sheet #6: Types and Type System,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421369,N/A,,N/A
10500000017421370,Cmpsc461 Fa25 Programming Language Concepts,assignment,Practice Sheet #7: Type Inference & Program Verification,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421370,N/A,,N/A
10500000017421358,Cmpsc461 Fa25 Programming Language Concepts,assignment,Practice Final Exam,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421358,N/A,,N/A
10500000017421371,Cmpsc461 Fa25 Programming Language Concepts,assignment,Project #1,2025-11-01T03:59:00Z,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421371,N/A,100.0,N/A
10500000017421372,Cmpsc461 Fa25 Programming Language Concepts,assignment,Project #2,2025-12-08T04:59:00Z,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421372,N/A,100.0,N/A
10500000017421354,Cmpsc461 Fa25 Programming Language Concepts,assignment,Midterm Exam #1,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421354,N/A,80.0,N/A
10500000017421356,Cmpsc461 Fa25 Programming Language Concepts,assignment,Midterm Exam #2,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421356,N/A,80.0,N/A
10500000017421353,Cmpsc461 Fa25 Programming Language Concepts,assignment,Final Exam,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421353,N/A,80.0,N/A
10500000017421335,Cmpsc461 Fa25 Programming Language Concepts,assignment,Assignment #1 Solution,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421335,N/A,,N/A
10500000017421338,Cmpsc461 Fa25 Programming Language Concepts,assignment,Assignment #2 Solution,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421338,N/A,,N/A
10500000017421361,Cmpsc461 Fa25 Programming Language Concepts,assignment,Practice Midterm Exam #1 Solution,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421361,N/A,,N/A
10500000017421340,Cmpsc461 Fa25 Programming Language Concepts,assignment,Assignment #3 Solution,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421340,N/A,,N/A
10500000017421355,Cmpsc461 Fa25 Programming Language Concepts,assignment,Midterm Exam #1 Solution ,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421355,N/A,,N/A
10500000017421351,Cmpsc461 Fa25 Programming Language Concepts,assignment,Conflict Midterm Exam #1 Solution,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421351,N/A,,N/A
10500000017421342,Cmpsc461 Fa25 Programming Language Concepts,assignment,Assignment #4 Solution,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421342,N/A,,N/A
10500000017421344,Cmpsc461 Fa25 Programming Language Concepts,assignment,Assignment #5 Solution ,,https://canvas.instructure.com/courses/10500000002426582/assignments/1050~17421344,N/A,,N/A
