id,name,due_at,created_at,updated_at,html_url,allowed_attempts,allowed_extensions,annotatable_attachment_id,anonymize_students,anonymous_grading,anonymous_instructor_annotations,anonymous_peer_reviews,anonymous_submissions,assignment_group_id,automatic_peer_reviews,can_duplicate,course_id,description,due_date_required,external_tool_tag_attributes,final_grader_id,grade_group_students_individually,graded_submissions_exist,grader_comments_visible_to_graders,grader_count,grader_names_visible_to_final_grader,graders_anonymous_to_graders,grading_standard_id,grading_type,group_category_id,has_submitted_submissions,hide_in_gradebook,important_dates,in_closed_grading_period,intra_group_peer_reviews,is_quiz_assignment,lock_at,lock_explanation,lock_info,locked_for_user,lti_context_id,max_name_length,moderated_grading,muted,omit_from_final_grade,only_visible_to_overrides,original_assignment_id,original_assignment_name,original_course_id,original_lti_resource_link_id,original_quiz_id,peer_reviews,points_possible,position,post_manually,post_to_sis,published,quiz_id,require_lockdown_browser,restrict_quantitative_data,secure_params,submission_types,submissions_download_url,suppress_assignment,unlock_at,url,visible_to_everyone,workflow_state
10500000017337179,Quiz10,2025-11-20T04:59:00Z,2025-07-28T16:19:35Z,2025-07-29T00:11:13Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337179,-1,,,False,False,False,False,False,10500000004242244,False,False,10500000002412508,,False,,,False,False,True,0,True,False,,points,,False,False,False,False,False,True,2025-12-21T04:59:59Z,This assignment is locked until Nov 19 at 12am.,"{""unlock_at"": ""2025-11-19T05:00:00Z"", ""asset_string"": ""assignment_10500000017337179""}",True,10eea9c5-069b-4cf4-9dd1-af7c7d5dc6df,255,False,True,False,False,,,,,,False,1.5,3,False,False,True,10500000005362706,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjEwZWVhOWM1LTA2OWItNGNmNC05ZGQxLWFmN2M3ZDVkYzZkZiJ9.VU7AX8iTEhw2s-QQkiYkZNf-szS6CBZoHqyHAA1tmnk,"[""online_quiz""]",https://canvas.instructure.com/courses/1050~2412508/quizzes/1050~5362706/submissions?zip=1,False,2025-11-19T05:00:00Z,,True,published
10500000017337163,Quiz9,2025-11-11T04:59:00Z,2025-07-28T16:19:17Z,2025-07-29T00:10:54Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337163,-1,,,False,False,False,False,False,10500000004242244,False,False,10500000002412508,,False,,,False,False,True,0,True,False,,points,,False,False,False,False,False,True,2025-12-21T04:59:59Z,This assignment is locked until Nov 10 at 12am.,"{""unlock_at"": ""2025-11-10T05:00:00Z"", ""asset_string"": ""assignment_10500000017337163""}",True,742bdee2-43dd-4cfa-968e-d99cc9fe3998,255,False,True,False,False,,,,,,False,1.5,4,False,False,True,10500000005362690,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6Ijc0MmJkZWUyLTQzZGQtNGNmYS05NjhlLWQ5OWNjOWZlMzk5OCJ9.73rtRLWJm24qUgIQvssFlmZRCumaq3EJjYBBeVWXd20,"[""online_quiz""]",https://canvas.instructure.com/courses/1050~2412508/quizzes/1050~5362690/submissions?zip=1,False,2025-11-10T05:00:00Z,,True,published
10500000017337181,Quiz8,2025-10-28T03:59:00Z,2025-07-28T16:19:37Z,2025-07-29T00:10:36Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337181,-1,,,False,False,False,False,False,10500000004242244,False,False,10500000002412508,,False,,,False,False,True,0,True,False,,points,,False,False,False,False,False,True,2025-12-21T04:59:59Z,This assignment is locked until Oct 27 at 12am.,"{""unlock_at"": ""2025-10-27T04:00:00Z"", ""asset_string"": ""assignment_10500000017337181""}",True,cde18cf3-43d6-4cab-ac40-e7d5021071d6,255,False,True,False,False,,,,,,False,1.5,7,False,False,True,10500000005362708,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6ImNkZTE4Y2YzLTQzZDYtNGNhYi1hYzQwLWU3ZDUwMjEwNzFkNiJ9.O3CXHY0AMiv3VvNwnUkhekc7K9kB1vq8FvpBCRFA1D8,"[""online_quiz""]",https://canvas.instructure.com/courses/1050~2412508/quizzes/1050~5362708/submissions?zip=1,False,2025-10-27T04:00:00Z,,True,published
10500000017337178,Quiz7,2025-10-23T03:59:59Z,2025-07-28T16:19:34Z,2025-10-22T04:00:06Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337178,-1,,,False,False,False,False,False,10500000004242244,False,False,10500000002412508,,False,,,False,True,True,0,True,False,,points,,True,False,False,False,False,True,2025-12-21T04:59:59Z,,,False,16c8b220-808a-48c6-8e11-7908776c2b73,255,False,True,False,False,,,,,,False,1.5,8,False,False,True,10500000005362705,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjE2YzhiMjIwLTgwOGEtNDhjNi04ZTExLTc5MDg3NzZjMmI3MyJ9.T41jLzp39_7CQQb4QGx0cRNSDvdzhb-BwSc5Tp3EdU4,"[""online_quiz""]",https://canvas.instructure.com/courses/1050~2412508/quizzes/1050~5362705/submissions?zip=1,False,2025-10-22T04:00:00Z,,True,published
10500000017337172,Quiz6,2025-10-09T03:59:00Z,2025-07-28T16:19:27Z,2025-10-08T04:00:08Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337172,-1,,,False,False,False,False,False,10500000004242244,False,False,10500000002412508,,False,,,False,True,True,0,True,False,,points,,True,False,False,False,False,True,2025-12-21T04:59:59Z,,,False,28700446-30f4-44e5-861b-b4b7606b9885,255,False,True,False,False,,,,,,False,1.5,9,False,False,True,10500000005362699,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjI4NzAwNDQ2LTMwZjQtNDRlNS04NjFiLWI0Yjc2MDZiOTg4NSJ9.tSf02evYHEPSo9zHYWddrSc3uitWz5jKjOazrFlr504,"[""online_quiz""]",https://canvas.instructure.com/courses/1050~2412508/quizzes/1050~5362699/submissions?zip=1,False,2025-10-08T04:00:00Z,,True,published
10500000017337166,Quiz5,2025-09-30T03:59:00Z,2025-07-28T16:19:20Z,2025-09-29T04:00:06Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337166,-1,,,False,False,False,False,False,10500000004242244,False,False,10500000002412508,,False,,,False,True,True,0,True,False,,points,,True,False,False,False,False,True,2025-12-21T04:59:59Z,,,False,17cbcdf4-0d61-417e-807c-cd9fb7047f34,255,False,True,False,False,,,,,,False,1.5,10,False,False,True,10500000005362693,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjE3Y2JjZGY0LTBkNjEtNDE3ZS04MDdjLWNkOWZiNzA0N2YzNCJ9.A6e7g219DWWYiNyAye3VdvgMGeiapyrNGryddHsVyUQ,"[""online_quiz""]",https://canvas.instructure.com/courses/1050~2412508/quizzes/1050~5362693/submissions?zip=1,False,2025-09-29T04:00:00Z,,True,published
10500000017337169,Quiz4,2025-09-25T03:59:00Z,2025-07-28T16:19:24Z,2025-09-24T04:00:18Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337169,-1,,,False,False,False,False,False,10500000004242244,False,False,10500000002412508,,False,,,False,True,True,0,True,False,,points,,True,False,False,False,False,True,2025-12-21T04:59:59Z,,,False,9bc84948-aa11-4d3e-a9b3-6433875e7477,255,False,True,False,False,,,,,,False,1.5,11,False,False,True,10500000005362696,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjliYzg0OTQ4LWFhMTEtNGQzZS1hOWIzLTY0MzM4NzVlNzQ3NyJ9._aO8xXe8HKXbBX8PQpCOHdJ4Km4Rq9nXJYfQ2QQjRxE,"[""online_quiz""]",https://canvas.instructure.com/courses/1050~2412508/quizzes/1050~5362696/submissions?zip=1,False,2025-09-24T04:00:00Z,,True,published
10500000017337175,Quiz3,2025-09-18T03:59:00Z,2025-07-28T16:19:30Z,2025-09-17T04:00:12Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337175,-1,,,False,False,False,False,False,10500000004242244,False,False,10500000002412508,,False,,,False,True,True,0,True,False,,points,,True,False,False,False,False,True,2025-12-21T04:59:59Z,,,False,2ed66fdb-fb2e-4901-804f-f415749daf41,255,False,True,False,False,,,,,,False,1.5,12,False,False,True,10500000005362702,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjJlZDY2ZmRiLWZiMmUtNDkwMS04MDRmLWY0MTU3NDlkYWY0MSJ9.wh1PU_9yxHFwPhLVW4-sqSB1BE9bTnEVELusyzYPCHs,"[""online_quiz""]",https://canvas.instructure.com/courses/1050~2412508/quizzes/1050~5362702/submissions?zip=1,False,2025-09-17T04:00:00Z,,True,published
10500000017337167, Quiz2,2025-09-06T03:59:00Z,2025-07-28T16:19:22Z,2025-09-05T04:00:14Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337167,-1,,,False,False,False,False,False,10500000004242244,False,False,10500000002412508,,False,,,False,True,True,0,True,False,,points,,True,False,False,False,False,True,2025-12-21T04:59:59Z,,,False,94036b34-9b4d-437f-b120-5014ce0b2153,255,False,True,False,False,,,,,,False,1.5,13,False,False,True,10500000005362694,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6Ijk0MDM2YjM0LTliNGQtNDM3Zi1iMTIwLTUwMTRjZTBiMjE1MyJ9.tbtIfSvbIF0UxxMDbH2clXKGkGF83oa-Di-DGabkMPM,"[""online_quiz""]",https://canvas.instructure.com/courses/1050~2412508/quizzes/1050~5362694/submissions?zip=1,False,2025-09-05T04:00:00Z,,True,published
10500000017337173,Quiz 1,2025-08-28T03:59:00Z,2025-07-28T16:19:28Z,2025-08-27T04:00:00Z,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337173,-1,,,False,False,False,False,False,10500000004242244,False,False,10500000002412508,,False,,,False,True,True,0,True,False,,points,,True,False,False,False,False,True,2025-12-21T04:59:59Z,,,False,e859fdea-974a-4f2c-b211-ea64ad7b43e6,255,False,True,False,False,,,,,,False,1.5,14,False,False,True,10500000005362700,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6ImU4NTlmZGVhLTk3NGEtNGYyYy1iMjExLWVhNjRhZDdiNDNlNiJ9.4zc7prwDvaH0phd_tGoy_dW4Bp6sJwyJWi8xdqg4GLg,"[""online_quiz""]",https://canvas.instructure.com/courses/1050~2412508/quizzes/1050~5362700/submissions?zip=1,False,2025-08-27T04:00:00Z,,True,published
